,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
381,1636502400,662.89,575.33,635.14,346982.31,219194574.87,614.68,direct,
382,1636588800,635.32,605.99,614.68,126521.46,78819786.04,628.89,direct,
383,1636675200,634.58,603.67,628.89,190016.75,117760284.06,627.0,direct,
384,1636761600,655.11,620.04,627.0,137736.29,87880024.53,649.81,direct,
385,1636848000,660.66,635.16,649.81,149138.08,96732087.66,650.98,direct,
386,1636934400,659.86,630.91,650.98,151157.08,97640991.0,634.01,direct,
387,1637020800,635.19,573.41,634.01,332366.88,199328903.48,589.16,direct,
388,1637107200,592.99,554.51,589.16,213201.41,122313907.62,578.22,direct,
389,1637193600,588.21,516.94,578.22,242179.38,133570263.78,532.02,direct,
390,1637280000,585.86,524.4,532.02,130013.88,72686983.58,581.61,direct,
391,1637366400,605.18,573.35,581.61,146937.12,86280275.43,604.73,direct,
392,1637452800,605.75,580.44,604.73,129710.18,76600851.62,584.63,direct,
393,1637539200,585.6,554.44,584.63,188811.39,107569780.09,559.84,direct,
394,1637625600,605.12,558.59,559.84,188980.61,110327019.99,591.18,direct,
395,1637712000,594.31,577.11,591.18,128830.33,75519808.44,590.75,direct,
396,1637798400,647.28,587.68,590.75,175872.42,109428309.87,639.3,direct,
397,1637884800,658.65,564.93,639.3,363516.21,217290773.14,587.42,direct,
398,1637971200,621.4,584.15,587.42,164638.94,99141406.78,600.62,direct,
399,1638057600,613.19,572.76,600.62,167431.98,98801333.36,611.95,direct,
400,1638144000,629.5,602.25,611.95,109117.32,67344344.85,624.12,direct,
401,1638230400,635.25,604.01,624.12,166518.18,103531234.98,622.23,direct,
402,1638316800,650.26,619.02,622.23,128054.78,81358877.35,627.93,direct,
403,1638403200,631.36,606.49,627.93,163413.67,101574939.47,620.69,direct,
404,1638489600,628.32,575.22,620.69,157934.48,95478795.59,595.59,direct,
405,1638576000,596.15,496.3,595.59,313134.17,170731600.34,569.2,direct,
406,1638662400,582.6,542.82,569.2,130626.11,73314975.17,558.23,direct,
407,1638748800,593.07,533.68,558.23,192435.26,107822899.32,587.99,direct,
408,1638835200,593.61,572.69,587.99,125990.12,73713390.43,579.11,direct,
409,1638921600,608.3,567.75,579.11,126190.05,73816605.62,607.83,direct,
410,1639008000,617.76,568.15,607.83,158188.59,94145650.49,570.89,direct,
411,1639094400,595.23,551.16,570.89,180603.31,103603598.57,553.52,direct,
412,1639180800,573.17,542.58,553.52,107112.23,59817167.91,564.19,direct,
413,1639267200,574.92,559.75,564.19,67425.66,38164552.43,570.73,direct,
414,1639353600,572.4,511.32,570.73,163911.1,87897283.19,521.07,direct,
415,1639440000,535.88,510.3,521.07,166413.45,87062656.57,528.6,direct,
416,1639526400,546.91,501.89,528.6,140293.3,73898193.31,541.28,direct,
417,1639612800,545.44,524.97,541.28,97599.91,52330887.83,526.08,direct,
418,1639699200,536.0,511.17,526.08,150082.92,78991179.8,525.79,direct,
419,1639785600,538.11,516.87,525.79,96787.87,51171531.15,534.23,direct,
420,1639872000,544.68,527.69,534.23,90689.08,48557695.12,530.01,direct,
421,1639958400,534.84,506.46,530.01,110454.07,57384948.6,523.85,direct,
422,1640044800,535.63,515.96,523.85,96125.68,50684218.77,528.84,direct,
423,1640131200,544.99,527.61,528.84,92886.69,49761596.24,533.74,direct,
424,1640217600,552.59,524.58,533.74,106499.56,57126473.73,548.95,direct,
425,1640304000,554.53,537.39,548.95,79388.4,43364323.05,542.08,direct,
426,1640390400,550.8,539.61,542.08,47357.22,25849270.89,547.77,direct,
427,1640476800,549.24,536.3,547.77,67047.48,36472914.05,546.52,direct,
428,1640563200,568.0,543.66,547.02,174473.71,98394064.49,563.95,multiply,BTC
429,1640649600,563.86,528.4,563.75,117252.39,64083740.37,534.24,direct,
430,1640736000,540.62,511.02,534.24,101141.71,53414502.29,514.55,direct,
431,1640822400,527.65,508.56,514.55,76796.82,39862690.5,518.56,direct,
432,1640908800,528.32,506.18,518.56,96568.42,49761350.7,511.71,direct,
433,1640995200,530.84,521.29,511.4,159581.5,84178877.01,527.5,multiply,BTC
434,1641081600,534.09,521.79,527.5,141275.8,75052907.81,531.25,multiply,BTC
435,1641168000,524.89,511.42,531.25,165105.68,84515567.75,511.89,multiply,BTC
436,1641254400,519.98,502.25,511.75,99035.35,50634827.75,506.73,direct,
437,1641340800,515.86,457.55,506.73,116225.27,57792849.84,473.76,direct,
438,1641427200,478.35,464.13,473.85,213519.09,100848516.33,472.32,multiply,BTC
439,1641513600,473.71,437.52,472.94,130383.11,58989228.45,447.7,direct,
440,1641600000,454.8,422.29,447.84,258043.78,111012094.51,430.21,multiply,BTC
441,1641686400,438.79,431.26,430.21,175801.4,77140495.44,438.79,multiply,BTC
442,1641772800,445.45,407.03,438.59,160166.01,68071289.1,425.03,direct,
443,1641859200,467.71,421.6,425.03,164159.44,73849531.66,463.38,direct,
444,1641945600,490.14,471.7,463.76,237301.95,115686679.01,487.51,multiply,BTC
445,1642032000,476.85,465.78,487.51,251619.45,119662552.05,475.57,multiply,BTC
446,1642118400,491.65,479.16,475.57,240306.25,117837117.14,490.36,multiply,BTC
447,1642204800,498.11,487.33,490.36,194096.32,96011440.16,494.66,multiply,BTC
448,1642291200,502.12,490.91,494.66,165914.51,82736782.03,498.67,multiply,BTC
449,1642377600,488.54,467.85,498.67,224562.94,106767668.07,475.45,multiply,BTC
450,1642464000,479.77,457.43,475.41,117973.48,55085485.12,471.43,direct,
451,1642550400,473.16,453.83,471.43,102621.53,47791317.0,462.11,direct,
452,1642636800,462.73,439.93,462.17,320390.49,141081345.77,440.34,multiply,BTC
453,1642723200,444.58,374.19,440.56,242022.34,100103605.6,384.09,direct,
454,1642809600,373.56,344.69,383.66,487045.55,174594093.05,358.48,multiply,BTC
455,1642896000,393.0,370.14,358.48,299249.69,114999114.79,384.29,multiply,BTC
456,1642982400,384.24,336.54,384.24,210766.39,75044512.88,371.68,direct,
457,1643068800,386.03,369.46,371.8,243198.28,93701820.5,385.29,multiply,BTC
458,1643155200,402.33,366.71,385.23,123552.55,47691164.73,375.02,direct,
459,1643241600,402.77,374.5,375.29,237578.17,92684358.34,390.12,multiply,BTC
460,1643328000,398.96,381.98,390.12,203202.74,78462324.69,386.13,multiply,BTC
461,1643414400,397.5,384.9,386.13,144095.72,56123203.93,389.49,multiply,BTC
462,1643500800,387.05,375.94,389.49,178629.04,67397219.68,377.3,multiply,BTC
463,1643587200,388.41,374.48,377.3,177904.61,66668954.71,374.75,multiply,BTC
464,1643673600,388.71,373.98,374.4,100555.96,38552112.66,384.28,direct,
465,1643760000,386.34,366.41,384.28,90484.11,34106798.72,367.26,direct,
466,1643846400,372.47,359.71,367.26,85464.19,31255753.0,372.39,direct,
467,1643932800,416.32,398.06,372.47,215816.61,86258266.26,399.68,multiply,BTC
468,1644019200,431.05,396.77,399.77,129988.41,54148670.79,414.05,direct,
469,1644105600,422.43,407.26,414.05,124703.25,51784602.73,420.34,direct,
470,1644192000,439.24,413.7,420.34,128276.19,55151605.25,433.75,direct,
471,1644278400,445.92,406.85,433.75,139582.02,59176065.52,408.09,direct,
472,1644364800,428.05,407.42,408.09,105575.59,44159296.1,423.24,direct,
473,1644451200,435.49,410.04,423.24,141236.22,59675983.16,414.79,direct,
474,1644537600,419.06,392.96,414.79,104032.62,42643793.43,400.83,direct,
475,1644624000,407.35,393.77,400.83,99767.77,40020582.01,403.6,direct,
476,1644710400,407.9,395.01,403.6,67492.89,27142365.31,398.07,direct,
477,1644796800,404.45,390.79,398.07,78997.27,31453156.63,403.71,direct,
478,1644883200,443.0,403.07,403.71,242987.72,103825115.99,432.82,direct,
479,1644969600,433.73,422.53,432.82,109924.58,47177027.26,427.59,direct,
480,1645056000,431.39,400.26,427.59,113265.98,47171433.24,402.64,direct,
481,1645142400,411.37,392.32,402.64,132542.35,53301822.52,399.39,direct,
482,1645228800,406.86,393.41,399.39,68028.3,27253590.88,399.84,direct,
483,1645315200,400.21,375.13,399.84,79551.1,30503789.04,380.68,direct,
484,1645401600,393.72,355.21,380.68,132956.86,50166411.15,356.82,direct,
485,1645488000,375.71,348.98,356.82,192725.62,69959486.16,374.49,direct,
486,1645574400,384.28,365.72,374.49,157741.64,59358352.84,365.88,direct,
487,1645660800,368.98,323.48,365.88,207554.73,71871560.21,360.45,direct,
488,1645747200,377.5,356.96,360.45,127068.35,46492367.71,375.01,direct,
489,1645833600,387.81,370.81,375.01,116464.32,43836538.2,373.86,direct,
490,1645920000,381.4,358.36,373.86,149707.5,55334918.88,359.83,direct,
491,1646006400,397.41,355.94,359.83,106250.36,39506982.74,396.03,direct,
492,1646092800,424.75,391.27,396.03,195690.45,79666330.73,408.83,direct,
493,1646179200,415.87,403.92,408.83,166496.74,68289935.29,409.32,direct,
494,1646265600,413.17,397.63,409.32,149952.69,60717295.74,402.77,direct,
495,1646352000,403.71,372.04,402.77,133652.79,52004882.94,374.15,direct,
496,1646438400,387.35,367.19,374.15,131036.17,49417472.42,384.81,direct,
497,1646524800,387.32,372.45,384.81,87941.01,33395914.37,374.84,direct,
498,1646611200,385.25,362.82,374.84,178120.13,66817327.55,380.84,direct,
499,1646697600,388.81,377.11,380.84,127815.67,48954140.79,381.48,direct,
500,1646784000,402.74,381.18,381.48,113164.19,44639619.52,395.33,direct,
